ID	カード名	作成者	ステータス	種類	属性	ATC	DEF	レアリティ	デバフ効果（エフェクトのみ）	カード説明文（１００文字）	フィードバック
C281	ミストリペア	佐怒賀		キャラクター	水	125	125	N		霧状の修復液を噴霧する小型ドローン。微細な亀裂に浸透して防錆処理を施す。視界を遮る欠点はあるが、基幹システムの腐食を防ぎ、基地の心臓部を陰ながら守る。精密な霧で設備の寿命を延ばす、有能な清掃員だ。	OKです。
C282	風除けの盾型ロボ	佐怒賀		キャラクター	木	125	125	N		大きな強化木材のパネルで、激しい蒸気の風を防ぐ。中心の歯車が回転して角度を調整し、仲間を安全な場所へ導く。頼もしい防護用ロボット。あちこちに絡まった蔦が、衝撃を和らげるクッションの役割を果たす。	OKです。
C283	導電の仔馬	佐怒賀		キャラクター	金	125	125	N		尻尾のプラグをコンセントに差し込み、電力を探し回る幼い魔物。勝手な充電で停電を引き起こすが、緊急時には蓄えた電気を供給してくれる。導電の仔馬が跳ねるたび、基地の回路には黄金の火花が静かに散り響く。	OKです。
C284	地殻のトロール	佐怒賀		キャラクター	土	125	125	N		地下階の床を隆起させ、サーバーラックを物理的に傾ける。わずかな傾斜が冷却液の循環を止め、基幹システムを熱暴走へ追い込む。地殻のトロールが通った後は、精密機器の水平が狂い、修繕作業が延々と繰り返される。	OKです。
C285	高電圧の双子	佐怒賀		キャラクター	光	125	125	N		常にペアで浮遊する球体型の自律機械。二体の間に高出力のレーザーを張り、通路を物理的に切断する。職員の移動ルートを制限し、アジト内の物流を停滞させる厄介な存在。回避不能な光の障壁で侵入を拒み続ける。	OKです。
C286	狂戦士・ギール	佐怒賀		キャラクター	闇	125	125	N		最新デジタル技術を使いこなせない見習いの身でありながら、禁忌のコードを自身の神経に書き込む。重厚な歯車の剣を振り回すその姿は、秘密基地の闇を赤く染め上げる。	OKです。
C287	焼尽士・ルウナ	佐怒賀		キャラクター	火	125	125	N		大気を焼いて真空を作る、焼尽士の見習い。ルナの火は熱を奪うのではなく、命に必要な空気を奪う。秘密基地の回路が酸素不足で止まるたび、彼女は静かな暗闇の中で次の獲物を探し、また指先に小さな火を灯す。	OKです。
C288	重水圧・ボスト	佐怒賀		キャラクター	水	125	125	N		狭い通路に高圧の水を流し、物理的な重さで敵を押し潰す防衛担当。ボルトはまだ水圧の加減を知らない未熟な職人だ。デジタルでは計算しきれない流体の暴力で、秘密基地に近づく侵入者を無慈悲に押し留める。	OKです。
C289	円月刃・ルア	佐怒賀		キャラクター	木	125	125	N		円月刃の中央から蒸気を吹き出し、円を描くように敵を切り裂く。モノクル型センサーを使いこなせない見習いだが、その一撃は重い。鉄の街のルールを無視して暴れまわる。青い火花が、彼女の未完成な才能を照らす。	OKです。
C290	鋼線網・スズミ	佐怒賀		キャラクター	金	125	125	N		蒸気ユニットから供給される鋼線を自在に編み上げる見習い。鋭利な金属糸で罠を仕掛け、敵の自由を奪う。まだ手元の操作に迷いがあるものの、その網は確実に獲物を捉える。硬質な銀光が、彼女の冷徹な眼差しと重なる。	OKです。
C291	コハクの幼生体	佐怒賀		キャラクター	土	125	125	N		光を帯びた樹脂の体に、機械の破片を取り込む習性を持つ。職員が落とした精密なネジや歯車を体内で保護し、あちこちへ運んでしまう。図らずも紛失を防いでくれるが、返してもらうには少しコツがいる幼い魔物。	OKです。
C292	ホロ・コロン	佐怒賀		キャラクター	光	125	125	N		ホログラムの幼体。視界の端で点滅し、なくした工具の場所を光の粒子で教えてくれる。実体はないが、その微かな光は暗いダクト内を優しく照らし出す。迷子になった職員をひっそりと出口へ導く、頼れる道標だ。	OKです。
C293	鋼鉄の執行者	佐怒賀		キャラクター	闇	125	125	N		錆び付いた大鎌を持つ警備ロボ。蒸気機関の律動に合わせ、プログラムされた殺戮命令だけが、凍てついたメモリ内で循環している。その刃が描く軌跡は、暗号化された暗い通路に逃げ場のない終焉を刻み込む。	OKです。
C294	スチームパピー	佐怒賀		キャラクター	火	125	125	N		配管の熱を好む犬型機械の幼体。冷えた職員の指先を内蔵ボイラーの余熱で温める習性がある。石炭の欠片を与えると、嬉しそうに小さな火花を散らし、薄暗い通路の足元を一定時間照らし続ける。	OKです。
C295	洗浄の泡玉	佐怒賀		キャラクター	水	125	125	N		煤まみれの基板やレンズを好んで転がる幼体。油膜や埃を跡形もなく取り去る。彼らが通った後のセンサーは新品同様の視界を取り戻し、電子回路の伝達を加速させる。稀に力加減を誤り壊してしまう事もある。	OKです。
C296	六尺棍棒・ベアン	佐怒賀		キャラクター	木	125	125	N		強化木にボルトを打ち込んだ重い棍棒を振るう。電子制御の補助装置に頼りすぎる癖があり、未熟なスイングは重心がブレてしまう。秘密基地の配管を叩いては、火花と蒸気に驚く日々を過ごす見習い職人。	OKです。
C297	索敵槍・ユン	佐怒賀		キャラクター	金	125	125	N		穂先の高感度センサーで壁越しの熱源を捉え、蒸気噴進と共に突き穿つ。アナログな刺突とハイテクな照準を同期させる技術は、まだ発展途上。彼が掃き溜めから拾い上げたノイズが、基地の危機を未然に防いでいる。	OKです。
C298	化石復元・アンナ	佐怒賀		キャラクター	土	125	125	N		土層に埋まった旧式の基板を磨く未熟な職人。蒸気で岩石をふやかし、泥にまみれた記憶媒体を救い出す。電子のゴミと笑われても、土の中に眠るロストテクノロジーの断片を信じ、今日もひたむきに化石を解析する。	絵柄がTOYBOXの世界観とあっててばっちりです。
C299	電磁の警棒・キル	佐怒賀		キャラクター	光	125	125	N		巨大な絶縁蓄電池を背負う、新米の守衛。調整不足の警棒から漏れる青白い火花が、湿った蒸気を焼き切る。そのぎこちない一撃は、侵入者の神経系を一時的に沈黙させる。未熟な少年だが、放電の輝きは鋭く路地を照らす。	OKです。
C300	影守・オリ	佐怒賀		キャラクター	闇	125	125	N		アジトの暗がりに潜み、侵入者の背後を監視する少年。気配を消す技術は高いが、反撃の好機を待ちすぎて逃すなど、実戦経験はまだ足りない。未熟な守衛として、薄暗い通路の隅から鋭い視線で静かに敵の影を追い続ける。	ちょっとリアルですね、周りと絵柄があってるとなおベターです ＯＫです
C301	炎上のスクラップ	佐怒賀		キャラクター	火	125	125	N		燃え尽きることのないゴミの塊。通路の真ん中に鎮座し、消火器の噴霧をエネルギーに変換してさらに激しく燃え上がる。職員の通行を数時間にわたり遮断し、アジトの物流を物理的・心理的に停滞させる。	OKです。
C302	歯車洗いの子	佐怒賀		キャラクター	水	125	125	N		小さな歯車を抱えた液状の幼体。汚れた部品を体内に取り込み、超音波で精密洗浄を行う。洗浄後はデジタル信号で「完了」を通知する。職員のポケットに隠れ、常にメンテナンスの機会を伺っている。	OKです。
C303	お掃除マリモ	佐怒賀		キャラクター	木	125	125	N		帯電した繊維で金属粉を吸着する丸い幼体。職員の背後を転がり床を掃除し、精密機器へのゴミ混入を防ぐ。中身が満杯になると蒸気弁を鳴らすと、自分の清掃を静かに要求する。時には吸着し過ぎて逆にゴミをまき散らす事もあるので職員は見守るのだ。	OKです。
C304	油切れの歩行脚	佐怒賀		キャラクター	金	125	125	N		油切れの歩行脚は、凄まじい摩擦音を立てて徘徊する機械。金色の関節から散る火花は、周囲のガスへの引火を誘発する。この機械が徘徊する度に職員達は作業を中断し停止させなければいけないので、厄介な機械である。	「その不快な騒音は職員の精神を削り」　という表現があまりよろしくないですね。 ↓ OKです。
C305	研磨の石獣	佐怒賀		キャラクター	土	125	125	N		精密機器を砂で磨き上げる習性を持つ魔物。良かれと思って行うその行動は、サーバーの冷却ファンに砂を噛ませ、基盤をショートさせる。研磨の石獣が通った後には、沈黙した端末だけが残る。しかし稀に錆びついて動かなくなった歯車を復活させることもある。	OKです。
C306	連珠のレイオ	佐怒賀		キャラクター	光	125	125	N		背後に浮遊する7基のビットを操る見習い職人。精密な計算でレーザーを一点に集中させ、分厚い隔壁を焼き切る。技術は高いが実戦経験は乏しく、熱中しすぎて周囲の状況を忘れる青臭さが残る。未熟な少年は光の糸で未来を切り拓く。	OKです。
C307	刃使い・カムイ	佐怒賀		キャラクター	闇	125	125	N		特殊な回路が刻まれた小刀を振るう未熟な少年。刃を立てるたび、機械は電子の悲鳴を上げ、黒い煤が舞い上がる。代償に自身の右腕を痙攣しながらも、アジトの静寂を守るために彼は今日も闇の中で凶器を研ぎ続ける。	カードの表記が連珠の・レイオになっています修正してください ↓ OKです。
C308	噴炎兵・カイオ	佐怒賀		キャラクター	火	125	125	N		揮発ガスを撒き散らす未熟な工作員。火花一つで全てを吹き飛ばす準備を整え、相手の足を止める。かつて失敗した爆破任務の雪辱を果たすため、震える指先で着火ボタンを握り、静かに熱い機会を伺っている。	OKです。
C309	噴射槍・カナ	佐怒賀		キャラクター	水	125	125	N		穂先から高圧の水を噴き出す槍を扱う見習い。水流の推進力で鋭い突きを繰り出すが、反動を抑えきれずによろける場面も多い。基地の防衛を任され、背伸びをしながら必死に武器を構える。その一撃は青い軌跡を描く。	OKです。
C310	旋風鎌・カズ	佐怒賀		キャラクター	木	125	125	N		鎖で繋がれた大きな鎌を振り回す、未熟な防衛員。蒸気の噴射を利用して回転速度を上げるが、勢いが良すぎて自分まで目を回してしまう。それでも、アジトの中枢へ続く大切な通路を守るため、必死に武器を握り締める。	OKです。
C311	親機マザーギア	佐怒賀		キャラクター	金	125	125	N		背中のハッチから小型ドローンを次々と放つ母機ロボット。蒸気の力で動く巨体ながら、高度なAIで照明をハッキングし、暗闇から職員を追い詰める。親機マザーギアが放つ子機群は、逃げる者の退路を正確に遮断する。	OKです。
C312	グラウンド零号	佐怒賀		キャラクター	土	125	125	N		基礎工事用AIが暴走した姿。無意味な穴を床に掘り続け、地下の光ファイバー網を物理的に断裂させる。グラウンド零号が通った後は、通信も歩行も不可能になる。精密な電子機器を土砂で埋め尽くす厄介な旧式機。	OKです。
C313	反射の獣	佐怒賀		キャラクター	光	125	125	N		モニターや鏡の中に潜む、鋭利なガラスの体を持つ獣。デジタル映像と現実の境界を曖昧にし、操作パネルの入力を物理的に反転させる。反射の獣が牙を剥くとき、サイバー空間の秩序は崩壊し、真鍮の歯車も逆回転を始める。	OKです。
C314	オイルドランカー	佐怒賀		キャラクター	闇	125	125	N		漏れ出した廃油を啜り、命を繋ぐ人型ボット。損傷した装甲から火花を散らし、バグ混じりの電子音を漏らす。影に打ち捨てられたオイルドランカーのAIには、主人が残した古い暗号コードが刻まれ続けている。	OKです。
C315	ピクセル・フレイム	佐怒賀		キャラクター	火	125	125	N		低解像度の炎を纏う人型機械。デジタルノイズを火種とし、データセンターのサーバーラックを物理的に焼き払う。消火活動をシステムエラーとして書き換え、熱暴走を加速させるその姿は、まるで意思を持つ炎そのものだ。	OKです。
C316	水流罠・マオ	佐怒賀		キャラクター	水	125	125	N		配管工の見習いとして、地下の浸水路を日々整備している。侵入者の足元でバルブを開き、渦巻く水流で動きを封じる役割だ。重い水圧に手こずる場面もあるが、仲間が待つ秘密基地への道は、一滴の侵入も許さない。	OKです。
C317	重打・ロフ	佐怒賀		キャラクター	木	125	125	N		巨大な強化木材の槌を振るう未熟な職人。歪んだ装甲を叩き直すたびに、打撃の衝撃がデータとして蓄積され、腕を重厚に変えていく。不格好な槌跡の数だけ、このアジトを守り抜こうとする意志が静かに刻まれている。	OKです。
C318	重合板・ドアム	佐怒賀		キャラクター	金	125	125	N		防壁の修理を任された未熟な技術生。重合板を必死に繋ぎ合わせ、敵の電磁パルスからシステムを死守する。計算通りに動けないこともあるが、厚い金の装甲を信じて最前線に立ち、仲間を守るための防壁を築き続ける。	OKです。
C319	重圧歩兵・ダグ	佐怒賀		キャラクター	土	125	125	N		重い蒸気甲冑に振り回される未熟な門番。巨大な鉄槌を地面に叩きつけ、地響きで侵入者の足を止める。精密な電子回路が眠る地下通路を、土煙を上げながら必死に守り抜く。彼の震動が、秘密基地の静寂と仲間を繋いでいる。	OKです。
C320	閃光地雷・ルーナ	佐怒賀		キャラクター	光	125	125	N		光の罠を設置する未熟な職人。侵入者の足元へ静かに光学トラップを仕掛ける。感知した瞬間に網膜を焼く真っ白な閃光を放ち、進軍を物理的に停止させる。大切な居場所の静寂を守るため、少女は今日も迷わず起動スイッチを入れる。	OKです。
C321	静寂の守護機	佐怒賀		キャラクター	闇	125	125	N		吸音フィルタを持つ浮遊型アンドロイド。周囲の音圧をデジタル処理で無効化し、作業音が外へ漏れるのを防ぐ。闇に紛れて駆動音を消し去るその姿は、隠密任務の完遂を静かに支えている。静寂の守護機が今日もアジトを守る。	OKです。
C322	火災の幻影	佐怒賀		キャラクター	火	150	150	R		赤い警告灯がサーバー室を染め上げ、偽りの炎が通路を塞ぐ。熱を持たないはずの幻影に惑わされた整備士は、逃げ惑ううちに本物のボイラー室へと追い詰められる。電子の揺らめきが、今日も誰かを火災の幻影でだまし過ごすのだ。	OKです。
C323	蒸気還元の龍	佐怒賀		キャラクター	水	150	150	R		真鍮の鱗を濡らすのは、基地の熱を奪い取った廃蒸気。最新の電脳回路で水へと還し、再び命を循環させる。誇り高き龍の機嫌を損ねれば、端末は濃霧に包まれてショートし、大切な記録も湿り気の中に消えてしまう。	OKです。
C324	絡繰り守銭獣	佐怒賀		キャラクター	木	150	150	R		真鍮の骨格に偽装用の草木を纏った警備用魔物。侵入者の生体熱を感知し、背面のボイラーから高圧スチームを噴射して視界を奪う。その鋭利な爪は、物理装甲とデジタル隔壁の双方を等しく引き裂くために研ぎ澄まされている。	OKです。
C325	磁界の暴君	佐怒賀		キャラクター	金	150	150	R		強力な磁場を常時展開する大型アンドロイド。周囲の金属性破片や職員の携行武器を強制的に吸い寄せ、自らの外殻へと取り込んで肥大化を続ける。その無慈悲な引力はアジトの精密機器を狂わせ、物理的な破壊とデジタルノイズの嵐を撒き散らす。	OKです。
C326	断層切断・ガイ	佐怒賀		キャラクター	土	150	150	R		電子の刃と蒸気圧を掛け合わせた「断層鋸エッジ」を振るう。地底都市の硬い外壁をバターのように切り裂き、深部に眠る「始祖のメモリー」を奪うために突き進む。岩石の悲鳴と排気音が、静かな地下道を激しく揺らす。	OKです。
C327	刺突・ランス	佐怒賀		キャラクター	光	150	150	R		真鍮の加速器が唸りを上げ、圧縮された光の刃が闇を裂く。幼い頃に交わした「失われた設計図を取り戻す」という約束を果たすため、彼は一閃の輝きと共に防壁を貫く。その槍先が照らすのは、組織の未来と自身の誇りだ。	OKです。
C328	崩落・ザッシュ	佐怒賀		キャラクター	闇	150	150	R		設計図をなぞる指先が、構造の急所を暴き出す。かつて夢見た高層ビル「アイギス」を自ら崩したあの日、彼は建設を捨て解体を選んだ。瓦礫の山からAIチップを拾い上げ、今は静かに、侵入者の足元を砂へと変える。	OKです。
C329	溶断士・カレン	佐怒賀		キャラクター	火	150	150	R		プラズマカッターで鉄門を焼き切る少女。かつて「沈黙の街」で拾われた彼女は、電子錠さえ溶かす熱線で仲間の道を切り拓く。焦げた匂いと火花の中、ただ静かに作業をこなすその背中には、確かな信頼が寄せられている。	OKです。
C330	水雷・カグラメ	佐怒賀		キャラクター	水	150	150	R		地下配管を流れる水の鼓動を読み、侵入者の位置を特定する。独自の「蒼流回路」を床下に接続し、標的の足元で水圧を爆発させる職人。かつて壊滅した故郷の遺志を継ぎ、大切な居場所を守るために静かに引き金を引く。	OKです。
C331	ギア・スプラウト	佐怒賀		キャラクター	木	150	150	R		ゼンマイの回転で開花する機械花。放出されるナノ粒子が金属の腐食を防ぐ。だが増殖しすぎると、鋭い蔦が歯車に絡まり機関部を停止させる。点検中の職員を窮地に陥れる一方で、アジトの湿度を無機質に管理し続ける。	OKです。
C332	防錆の処方官	佐怒賀		キャラクター	金	150	150	R		真鍮の巨体を持つ防錆の処方官は、蒸気が充満する通路を巡回する。精密な電子回路を湿気から守るため、金の皮膜を噴霧し続ける。時に床まで滑らかに塗り固め、通行する職員を転倒させるが、機械に迷いの文字はない。	OKです。
C333	瓦礫の賢者	佐怒賀		キャラクター	土	150	150	R		背負った古いサーバーを湿った土で冷やし続ける旧式のアンドロイド。地層のように積み重なった膨大な記録を暗号化し、深い地中に保存している。泥にまみれた端子を繋げば、忘れ去られた過去の記憶を静かに語り出す。	OKです。
C334	案内役ビーコン	佐怒賀		キャラクター	光	150	150	R		真鍮の杖を掲げ、蒸気迷宮の道を照らすアンドロイド。そのレンズから放たれる光は、霧の先にある目的地を正確に指し示す。迷い込んだ者たちが無事に帰還できるのは、暗闇に明滅する彼の合図があるからだ。	OKです。
C335	黒鉄の調律師	佐怒賀		キャラクター	闇	150	150	R		指先一つで狂った歯車を戻す、黒鉄の調律師。絶体絶命の故障を救うその精密な手技は、現場で重宝される。だが、彼に触れられた機械は次第に主人の命令を拒絶し、意思を持つかのように闇の深淵へと動き出す。	OKです。
C336	爆撃手・グレネ	佐怒賀		キャラクター	火	150	150	R		高熱のテルミット弾を放ち、分厚い装甲を飴細工のように溶かす少年。かつて住んでいたスラムを焼いた炎を、今はデジタル防壁を焼き切る力へ変えた。蒸気に紛れて放たれる火球が、静かに進撃の合図を告げる。	OKです。
C337	凍結・セバス	佐怒賀		キャラクター	水	150	150	R		液体ヘリウムの長銃を構え、絶対零度の静寂を操る。侵入者の足元を「氷の棺」で固め、歯車の回転を止める。狙撃の後に残るのは、粉々に砕けた電子回路の破片だけ。熱を奪われた戦場に、冷たい霧が静かに降り積もる。	OKです。
C338	若木の双剣・イリア	佐怒賀		キャラクター	木	150	150	R		変幻自在の木製刀身を操る少女。薄暗い通路を駆け、侵入者の死角から双剣を突き立てる。しなやかに動く刃は厚い鉄扉の隙間を抜け、中枢回路を一瞬で断つ。静かな風が吹く頃、主を失った機械の火花だけが散っていた。	OKです。
C339	連鎖鎌・ユウリ	佐怒賀		キャラクター	金	150	150	R		金色のチェーンソー鎌を振るい、反乱を起こした自律機械を解体する職人。切れ味鋭い刃が装甲を裂くたび、電子の毒がシステムを静かに上書きしていく。沈黙した機械の残骸だけが、彼の通った道を物語っている。	OKです。
C340	破砕式重機兵・ロゴ	佐怒賀		キャラクター	土	150	150	R		かつて辺境の採掘場「アース・コア」で働いていた青年。壊れた蒸気ショベルの腕を自ら右腕に繋ぎ、電子制御のクローへと改造した。奪われた故郷の土を取り戻すため、重厚な地響きを鳴らして敵軍の分厚い装甲を砕く。	OKです。
C341	浄化のレーザー	佐怒賀		キャラクター	光	150	150	R		有害な蒸気や汚染ウイルスを、高出力の光線で瞬時に焼き払う自動人形。職員が触れる前に全ての不純物を消し去る。その冷徹なまでの正確さは、機械の街に絶対的な清潔をもたらすが、人肌の温もりさえも拒絶する。	OKです。
C342	影縫いの整備士	佐怒賀		キャラクター	闇	150	150	R		真鍮の針を操るアンドロイド。機体の亀裂を影の糸で修復し、稼働時間を延命させる。だが作業の対価として周囲の明かりを吸い尽くす。修復箇所に触れた職員の影は床に縫い付けられ、その自由は永遠に闇に封じられる。	OKです。
C343	炎雷のビット	佐怒賀		キャラクター	火	150	150	R		放電と発火を繰り返す浮遊機。通りかかる職員の髪を焦がす厄介者だが、実戦では頼れる相棒に変わる。高精度なデジタル照準で敵を捉え、圧縮された火炎弾を放つ。その熱源は、薄暗いアジトを赤々と照らし出す。	OKです。
C344	氷晶のシールド	佐怒賀		キャラクター	水	150	150	R		高硬度の氷壁を生成する防衛用アンドロイド。レーザー攻撃を水の屈折で逸らし、物理弾を厚い氷で受け止める。内部の歯車が凍り付くほどの冷気を放ち、侵入者の足跡を白く染める。拠点を守り抜く、冷徹な盾。	OKです。
C345	漏電のヤドリギ	佐怒賀		キャラクター	木	150	150	R		電線を苗床に、エネルギーを奪い成長する半機械生命体。ヤドリギの密集は照明の明滅を招き、基板を焼き切る。剥がそうとする者には、葉に蓄えた高圧電流を放出し、青白い火花を散らして無慈悲な拒絶を突きつける。	OKです。
C346	鉄扇師・クォール	佐怒賀		キャラクター	金	150	150	R		黄金の薄鋼板を重ねた扇を操る少女。幼い頃に拾った壊れた電子基板を扇に組み込み、独自の防衛術を編み出した。蒸気が噴き出す瞬間に扇を広げれば、金の刃が電磁波を放ち、迫る機械兵の回路を静かに焼き切る。	OKです。
C347	鉱脈探索者・シルバ	佐怒賀		キャラクター	土	150	150	R		蒸気式のスキャナーで地中を解析し、輝くエネルギー結晶を掘り起こす少年。愛銃を手に、回路を狙う地下の魔物を退けながら静かに歩を進める。泥にまみれた回路の欠片から、かつての高度な技術と遠い物語を読み解く探索者だ。	OKです。
C348	磁界狂戦士・ベ二ア	佐怒賀		キャラクター	光	150	150	R		巨大な電磁石を振るう少女。かつてスクラップ山で拾った鉄塊に、青白い電流を纏わせる。幼馴染のルカと一緒に作った少し歪な形の増幅器を背負い、閉ざされた隔壁を次々とこじ開けていく。その瞳は、眩い火花と共に新世界を見つめる。	OKです。
C349	重力拘束・ギュンター	佐怒賀		キャラクター	闇	150	150	R		重力場を増幅させる電磁装置を床に埋設する少年。侵入者の動きを鈍らせ、上部から蒸気カッターを雨のように浴びせる。かつて荒野で拾ったボロボロの歯車を宝物に、幼い仲間と静かな夜を守るためスイッチを起動する。	OKです。
C350	発火ハッカー・パイロ	佐怒賀		キャラクター	火	150	150	R		古い蒸気パイプにハック信号を流し込み、物理的な熱暴走を引き起こす少女。幼い頃に捨てられた地下街の回路を、自身の体温と同じ温度まで焼き上げた。モニターに映る真っ赤な警告灯を、静かな夜景のように眺めている。	OKです。
C351	水流の守護者	佐怒賀		キャラクター	水	150	150	R		水路に詰まったゴミを粉砕し、循環を守り続ける掃除屋。流れる水こそが基地の命だと知っている。デジタルの目で見えない汚れも逃さない。今日も暗い底で静かに回転し、汚れた廃液を清らかな力へと変え続けている。	OKです。
C352	幻覚の胞子兵	佐怒賀		キャラクター	木	150	150	R		排気孔から漏れる微細な胞子が、職員の視覚回路を物理的にジャックする。現実に重なるデジタルノイズが、存在しない壁や底なしの穴を網膜に描き出し、秘密基地の通路を終わりなき迷宮へと変貌させ職員達の作業や移動の妨げをするのだ。	OKです。
C353	光臨の兵騎士	佐怒賀		キャラクター	金	150	150	R		蒸気圧で巨大な剣を振るう黄金の騎士。全身を巡る金色の液体金属は、あらゆるサイバー攻撃を受け流す絶縁体として機能する。その輝きは、迷宮の最深部へと至る電子回路を、外敵から職員達を守護し続けるのだ。	OKです。
C354	化石の復元機	佐怒賀		キャラクター	土	150	150	R		地層に埋もれた旧世代のチップを掘り出し、蒸気の熱で再起動させるアンドロイド。錆び付いた回路から抽出された断片的なデータは、止まっていた秘密基地の歯車を再び回し、失われた高度文明の記憶を現代に蘇らせる。	OKです。
C355	基盤のガーゴイル	佐怒賀		キャラクター	光	150	150	R		古い石像の体に電子基板が根を張り、蒸気の熱で駆動する合成魔物。翼に張り巡らされた光ファイバーが侵入者の熱源を検知し、瞬時に警告コードを無線で飛ばす。その鋭い眼光は、秘密基地の静寂を乱す者を決して逃さない。	OKです。
C356	幻影防衛・ミラージュ	佐怒賀		キャラクター	闇	150	150	R		真鍮の投射機からナノマシンを撒き、虚像の壁を築く。侵入者が偽りの扉に触れた瞬間、背後の暗闇から鋭い電磁刃が閃く。深層区の静寂を乱すノイズは、彼女が放つ青い残像の中に溶け、実体のない終焉だけが記録される。	OKです。
C357	焔の狙撃手・イグニ	佐怒賀		キャラクター	火	150	150	R		廃熱の陽炎が揺れる換気塔の頂上から、特製の酸素焼夷弾を装填する。かつて故郷を焼いた青い炎を、今は銃口に宿して引き金を引く。一筋の閃光が鉄の巨像を内側から赤く染め上げ、少女は静かに次の火種を探し始めた。	OKです。
C358	高圧水刃士・ルグラ	佐怒賀		キャラクター	水	150	150	R		背中の水圧ユニット「ハイドロ・エッジ」を起動させ、目に見えないほど鋭い水の刃で侵入者を遮断する。かつて故郷の街を沈めた濁流を、今は大切な仲間を守るための力に変えた。青いゴーグルが、静かに敵の急所を捉える。	OKです。
C359	導水剣士・アメノ	佐怒賀		キャラクター	木	150	150	R		真鍮の義肢を流れる冷却水が、熱を持った回路を静かに潤す。アメノが振るう霊木の剣は、デジタルな波紋を広げ、迫り来る敵の装甲を瞬時に短絡させた。電子の霧に紛れ、たった一人で秘密の心臓部を守り抜く。アジトの静寂は、この一振りによって保たれている。	OKです。
C360	金磁加速狙撃・シオン	佐怒賀		キャラクター	金	150	150	R		黄金のレールガン「鳴神」を肩に担ぎ、シオンは電子の風を読んだ。蒸気で冷やされた金色の銃身が、侵入者の回路を静かに見据える。引き金を引いた瞬間、音速を超えた一撃が基地の静寂を貫き、守るべき仲間との絆を繋ぎ止めた。	OKです。
C361	油泥の吸い取り	佐怒賀		キャラクター	土	150	150	R		古びた関節から潤滑油を奪い去る魔物。油を吸うほどに肥大化し、通路を塞ぐ岩石へと変質する。駆動系を干からびさせ、鉄の軋鳴と火花を撒き散らす。その重圧が、地下の静寂を物理的に削り取っていく。	OKです。
C362	散乱魔プリズ	佐怒賀		キャラクター	光	150	150	R		結晶の角を持つ魔物プリズ。サーチライトの光を乱反射させてアジトの通路を真っ白に変える。迷い込んだ職員の方向感覚を狂わせる光の迷路を作り出し、秘密基地の深部への到達を不可能にし、焦りだす職員の様子を喜びとする厄介な魔物である。	OKです。
C363	常闇の削岩機	佐怒賀		キャラクター	闇	150	150	R		両腕の超硬ドリルで硬い岩盤を穿つ重作業アンドロイド。地下深くの暗闇に隠された秘密の通路を強引に開拓する。寡黙に作業をこなすその背中は、迷える作業員たちに進むべき道を示し、無言で彼らの窮地を救う。	OKです。
C364	溶融炉の監視者	佐怒賀		キャラクター	火	150	150	R		制御盤と融合した無機質なアンドロイド。液晶画面に炎のコードを走らせているが、かつて溶融炉に落ちた人間を救えなかった過去を持ち。二度と悲劇を繰り返さぬよう、赤外線の瞳で今日も静かに熱量と安全を管理し続けるのだ。	OKです。
C365	氷刃機スノウ	佐怒賀		キャラクター	水	150	150	R		氷刃機スノウは熱暴走したシステムを切り離すロボット。錆びた歯車と青い冷却液の体を持っていて、両腕の氷の刃で暴走部位を物理的に切断させ、基地の崩壊を阻止する。冷たい霧を纏いながら、今日も暗い配水管を進む。	OKです。
C366	樹脂爆・エミリエンヌ	佐怒賀		キャラクター	木	150	150	R		特殊樹液を詰めた真鍮弾を放つ投擲兵。かつて枯れ果てた電子都市セフィロトで拾った植物の種と、廃材の基板を組み合わせて自作した。付着すると瞬時に硬化する樹液で、精密な光学センサーの視界を物理的に塞ぐ。	OKです。
C367	銃剣装填工・ハヤメ	佐怒賀		キャラクター	金	150	150	R		真鍮の銃に超硬質のモノ分子剣を組み込む職人。かつて外の街から逃げてきた彼女だが、今は隠れ家で仲間を守る武器を造る。射撃の熱を刃の振動に変える新機構が、大切な居場所へと迫る追手を静かに退けるのだ。	OKです。
C368	磁鉄装甲兵・グスタ	佐怒賀		キャラクター	土	150	150	R		砂鉄の嵐をまとい外壁に立つ。かつて鉱山で拾われた少年は、拾い主の残した古い磁力装置を胸に組み込んだ。襲い来る泥棒たちの弾丸を、黒い砂の盾が静かに弾く。彼はただ、静かに目を閉じ、大切な場所を守り抜くのだ。	OKです。
C369	切断工・キース	佐怒賀		キャラクター	光	150	150	R		超振動ブレードを握る少女。重い装甲扉の前に立ち、刃に熱を込める。かつてアジトの建設を担った彼女の手は、今では道を切り開くために動く。火花が散り、鋼鉄が溶け落ちる。厚い壁の向こうへ、一歩を踏み出した。	OKです。
C370	斬撃者・アキバ	佐怒賀		キャラクター	闇	150	150	R		高周波の刃を振るう少年。廃棄街クロウの闇に潜み、裏切り者のサイバー義肢を無慈悲に両断する。真鍮の刃が放つ高熱は、傷口を焼き潰して相手の自己再生機能を封じる。彼が通った後には、沈黙した鉄屑だけが残る。	OKです。
C371	赤銅のイグニス	佐怒賀		キャラクター	火	150	150	R		赤銅のイグニスは、かつて廃棄された重機に高度な人工知能が宿った機械。内蔵の火力発電機は電脳世界のノイズに同期して燃え上がり、暗いアジトの地下通路を静かに照らす。彼は今日も無言で侵入者の痕跡を焼却する。	Rマークがついておりません
