card_id	card_name	rarity	image_url	attribute	atk_points	def_points	card_type	buff_effect	description
C130	研磨見習・サン	N	/uploads/cards/C130.png	土	100	100	character	-	土から採れる細かな砂を使い、真鍮の歯車を磨く未熟な職人。デジタル制御では出せない滑らかな回転を追求し、蒸気機関の動きを支えている。その指先には、今日も作業で使った微細な鉱物の粒子が深く刻まれている。
C131	清算係・ベニ	N	/uploads/cards/C131.png	光	100	100	character	-	アジトのエネルギーを計算する見習い職人。真鍮のそろばんを弾き、蒸気の熱を光のコインに換算し、計算が合うたびに鳴る電子音だけが、彼女の静かな達成の証。その手元は、青白い演算光で常に照らされている。
C132	密売人・ルゥ	N	/uploads/cards/C132.png	闇	100	100	character	-	廃棄された義肢の端子を磨き、闇市へ流す未熟な少年。劇薬の臭いにまみれたその指先は、機械に残る元の持ち主の記憶さえ、ただの商品として冷たく扱う。アジトの隅で、彼は今日もガラクタを金に換えている。
C133	炭鉱・ロッシュ	N	/uploads/cards/C133.png	火	100	100	character	-	熱を帯びた廃坑で、燃料となる石を掘り出す見習いの少年。サイバーアイが故障中だが、熱を感知する指先で岩盤の温度を探り当てる。彼が必死に持ち帰る一塊の熱源が、秘密基地の凍える冬を静かに支えている。
C134	浸水検知・ゴード	N	/uploads/cards/C134.png	水	100	100	character	-	アジトの床下に潜り、わずかな漏水を探る未熟な職人。最新の電子センサーよりも、床に当てたコップの振動を信じている。蒸気と回路が混ざり合う静寂の中で、彼は今日も基地の呼吸を五感で読み取ろうとする。
C135	弓師・ハヤテ	N	/uploads/cards/C135.png	木	100	100	character	-	木製のフレームに最新の電磁回路を組み込んだ弓を作る見習い。弦を引くと蒸気が噴き出す。未熟ながらも、正確に情報を射抜くための調整を毎日積み重ねている。
C136	接合職・アルゴ	N	/uploads/cards/C136.png	金	100	100	character	-	ハンダを使い、蒸気パイプと電子基板を繋ぎ合わせる見習い。熱に弱い精密チップを壊さぬよう、慎重に熱量を調整する。スチームパンクの無骨な外装に、デジタル回路の鼓動を宿す重要な工程を担う。
C137	運炭・ドノバン	N	/uploads/cards/C137.png	土	100	100	character	-	地下深層から掘り出された石炭を、上層のボイラーへ届ける未熟な運搬手。荷台に積まれた黒い結晶は、AIの演算を支える熱源となる。耳を澄ませば、重い車輪の軋みと共に、電子回路を流れる微細なノイズが響く。
C138	保安生・ロラン	N	/uploads/cards/C138.png	光	100	100	character	-	通路の照明と監視カメラを点検する未熟な整備士。複雑な配線に苦戦しながらも、秘密基地の隅々に光を届けている。彼が歩いた後の通路は、電子の残光が白く浮かび上がり、闇を打ち払う。
C139	呪術師・ミラ	N	/uploads/cards/C139.png	闇	100	100	character	-	基板の配線をわざと絡ませ、不気味な回路を作る見習いの少女。回路が動くと蒸気が冷たく固まり、死者の声がノイズとなって響き出す。彼女にとって機械は、電子の霊を呼び出すための道具でしかない。
C140	放火魔・バズ	N	/uploads/cards/C140.png	火	100	100	character	-	アジトの排気口から忍び込む未熟な放火魔。盗み出した電子チップの証拠隠滅のため、スチームパイプに火を放ち、回路を焼き切る。彼が通った後には、焦げた基板の臭いと、制御不能な熱暴走の警告音だけが残る。
C141	氷結工・シノ	N	/uploads/cards/C141.png	水	100	100	character	-	演算ユニットの熱を奪うための冷却氷を生成する。まだ未熟なため、氷の結晶を均一に保つ作業に心血を注ぐ。防護眼鏡の奥に映るデジタル回路の青い光が、静寂に包まれた作業場を冷たく照らし出している。
C142	伐採生・ソーン	N	/uploads/cards/C142.png	木	100	100	character	-	電子回路の筐体を作るため、若木を伐採する見習いのソーン。デジタル制御された森に入り、精密なセンサーに触れないよう枝を切り落とす。未完成な技術ながら、蒸気機関の熱に耐える強靭な素材を日々探し求めている。
C143	潤滑油精製・エマ	N	/uploads/cards/C143.png	金	100	100	character	-	高純度オイルの調合に励む見習い。蒸気とデジタルの融合部を滑らかにするため、黄金の雫を丁寧に注ぐ。まだ手際は拙いが、彼女が精製した油は機械の悲鳴を静める。アジトの駆動音を支える、欠かせない基礎作業。
C144	トンネル工・ハンス	N	/uploads/cards/C144.png	土	100	100	character	-	高純度オイルの調合に励む見習い。蒸気の熱とデジタルの冷たさが混ざる接合部に、金色の雫を丁寧に注ぎ込む。まだ手際は拙いが、彼女の精製した油は機械の悲鳴を静め、秘密基地の駆動音を裏側から支え続けている。
C145	結晶加工・プリズン	N	/uploads/cards/C145.png	光	100	100	character	-	AIの演算を加速させる光結晶を削り出す未熟な職人。スチームパンクの煤に汚れながら、透過率100%の極致を目指す。指先の感覚だけを頼りに、複雑な多面体を成形するその姿は、秘密基地の未来を削り出している。
C146	毒盛り・ミア	N	/uploads/cards/C146.png	闇	100	100	character	-	デジタル毒を精製する未熟な職人。スチームパイプに猛毒のコードを流し込み、秘密基地の機能をマヒさせる。目に見えない攻撃は、誰にも気づかれぬまま、静かに、確実にターゲットの脳を蝕んでいく。
C147	修理工・カイチ	N	/uploads/cards/C147.png	火	100	100	character	-	高熱で焼けた金属を冷却し、強度を引き上げる役目を担う見習い。スチームパンクの重厚なギアとサイバー回路が混在する装甲を、力任せに繋ぎ合わせる。その荒削りな手つきには、未来の巨匠となる予兆が宿っている。
C148	水路兵・カイト	N	/uploads/cards/C148.png	水	100	100	character	-	水路に流れるガラクタを回収する未熟な少年。ゴミ一つが冷却効率を下げ、アジトの演算速度を低下させる原因になる。蒸気機関とデジタルが共存するこの場所で、水の流れを止めないよう必死に作業を続けている。
C149	槍柄打ち・ガク	N	/uploads/cards/C149.png	木	100	100	character	-	巨大な歯車の揺れを計算し、最適な弾力を持つ木柄を仕立てる。未熟な手つきで何度も削り直し、理想の重心を追求する。スチームパンクの重厚な一撃を、サイバーの速度で放つための「土台」を彼は造り出す。
C150	重機士・バッシュ	N	/uploads/cards/C150.png	金	100	100	character	-	大きな破砕機を操る見習いの若者。スチームパンクの基地で、新しい部屋を作るために壁をぶち抜く。デジタル装甲も粉々に砕くパワーを持つ。まだ操作は荒削りだが、鉄屑を積み上げるたびに確かな手応えを感じている。
C151	盤固め・イロハ	N	/uploads/cards/C151.png	土	100	100	character	-	巨大な歯車が回る振動を止めるため、床に粘土を敷き詰める未熟な技術者。デジタルの世界を守るには、まず足元の土を安定させることが重要だと信じている。完璧な水平を作るため、重い道具を手に何度も土を突き固める。
C152	剣士・エッジ	N	/uploads/cards/C152.png	光	100	100	character	-	光る剣を振り回す見習いの少年。デジタル回路を組み込んだ刃は、たまにショートして火花を散らす。完璧な筋書き通りには動けないが、その必死な一振りが仲間を救うこともある。技術を磨き、いつか本物の英雄を目指す。
C153	放電の狂信者・エン	N	/uploads/cards/C153.png	闇	100	100	character	-	壊れた変圧器を引きずる未熟な少年。制御不能な放電が周囲を焼き、自分自身の記憶さえも白く塗り潰していく。指先に残る痺れと、電子の海に沈む快感だけが彼を突き動かす。その出力は、敵も自分も等しく闇へ導く。
C154	銃火器見習・レツ	N	/uploads/cards/C154.png	火	100	100	character	-	蒸気式の火縄銃を調整する少年。薬莢に熱源コードを刻む作業はまだ遅く、技術は見習いの域を出ない。それでも標的の内部回路を過熱させ、確実に機能停止へ追い込む一撃には、隠しきれない才能が光っている。
C155	氷塊投・ボリス	N	/uploads/cards/C155.png	水	100	100	character	-	冷気を帯びた氷の飛礫で、過熱した敵機を粉砕する力自慢。計算機を片手に投射角度を測るが、氷が溶ける速度に追いつけない未熟な一面も。砕け散る氷の質量が、サイバー空間の熱狂を強引に鎮める基地の防衛要員。
C156	樹木の狙撃手・アリス	N	/uploads/cards/C156.png	木	100	100	character	-	蒸気銃を構える未熟な射手。放たれた種子が敵のシステム内部で急成長し、電子制御を物理的に破壊する。木製パーツを組み込んだ愛銃の扱いに苦戦しつつも、基地の影から仲間を支えるためにひたむきに引き鉄を引く。
C157	針金暗殺・セツナ	N	/uploads/cards/C157.png	金	100	100	character	-	極細の針金を武器に転用する配線工。敵の背後に忍び寄り、頸椎の接続端子を遮断する。影に潜み、蒸気の音に紛れて標的を仕留める。暗殺術はまだ見習いだが、その手際に迷いはない。
C158	地雷工・シンラ	N	/uploads/cards/C158.png	土	100	100	character	-	基地の拡張エリアに地雷を敷き詰める見習いの少年。土の感触とデジタル信号の揺らぎを頼りに、目に見えない防御壁を築き上げる。技術はまだ発展途上だが、彼が埋めた一撃は侵入者の足を確実に止める威力を持つ。
C159	レンズ研磨・リアン	N	/uploads/cards/C159.png	光	100	100	character	-	特殊な溶剤でレンズを磨き、光の弾丸を作り出す未熟な技術者。集光レンズから放たれる熱線は、いかなる闇も貫く。未完成な腕ながら、放つ一撃は秘密基地の秩序を静かに守り抜く。
C160	防壁解体・テツタ	N	/uploads/cards/C160.png	闇	100	100	character	-	巨大な振動ドリルを右腕に据えた未熟な少年。緻密なハッキングを嫌い、分厚い装甲ごと物理的に粉砕して道を切り開く。力任せの解体は美しさに欠けるが、電子の城壁を力尽くで瓦解させる破壊衝動を秘めている。
C161	ハンダ溶鬼	N	/uploads/cards/C161.png	火	100	100	character	-	熱いハンダが意思を持った魔物。秘密基地の配線ダクトに潜み、古い基板を溶かして食べている。まだ体が小さいため、一箇所の回路を焼き切るのが精一杯。その体は常にドロドロと赤く熱を帯び、火花を散らしている。
C162	配管蛇パイプ	N	/uploads/cards/C162.png	水	100	100	character	-	古い水道管から生まれた小さなモンスター。体の中はひんやりとした液体で満たされている。大きな音に驚くと、口から冷たい水をふき出して逃げてしまう。まだ子供の個体であり、大きなパイプに憧れて成長を待つ。
C163	ギア・カメレオン	N	/uploads/cards/C163.png	木	100	100	character	-	真鍮の歯車を回転させて周囲の景色をコピーする小型ロボ。蒸気の霧に紛れて姿を消し、アジトの死角を見守る。まだ幼いため排気音が少し漏れているが、一生懸命に配管の隙間を巡回して侵入者を探し出している。
C164	金色の防毒蜂	N	/uploads/cards/C164.png	金	100	100	character	-	真鍮の翅を震わせ、蒸気の汚れを浄化する蜂型の幼体。毒素を吸い込み、金色の光を放つ触角で仲間に異常を知らせる。弱小だが、基地の空気を清浄に保つためには欠かせない。群れをなして配管の隙間に潜んでいる。
C165	岩塩のレジスタ	N	/uploads/cards/C165.png	土	100	100	character	-	岩塩の結晶を演算回路にした魔物の子供。地中の冷気で熱を逃がし、高速でデータを処理する。体はまだ小さいが岩石のように硬く、物理攻撃を跳ね返す。スチームの隙間からデジタルの光を漏らし、静かに計算を続ける。
C166	蓄電のクラゲ	N	/uploads/cards/C166.png	光	100	100	character	-	蒸気霧に紛れて浮遊する半透明の機械生命体。触手状のケーブルで空間の静電気を吸い上げ、核となる真空管に高純度の光子を蓄える。飽和したエネルギーが放つ淡い輝きは、アジトの深部に潜むシステムの不備を白日の下に晒す。
C167	油脂を啜る獣	N	/uploads/cards/C167.png	闇	100	100	character	-	アジトの配管に潜む黒毛の怪獣。機械の潤滑油を主食とし、彼らが通った後の歯車はたちまち摩擦熱で焼き付く。補給物資のドラム缶を食い破り、施設の円滑な稼働を物理的に阻害する。職員の頭上から滴る黒い涎は、深刻なメンテナンス不足の予兆である。
C168	蓄熱ミミック	N	/uploads/cards/C168.png	火	100	100	character	-	放置された工具箱に化ける魔物。不用意に触れた者の手を数百度の熱で焼き、深い火傷を負わせる。現場の油断を誘うその姿は、効率を重視する職員にとっての天敵。今日もどこかの作業机で、静かに獲物を待っている。
C169	錆色のアメーバ	N	/uploads/cards/C169.png	水	100	100	character	-	配管の結露から生まれる、厄介な掃除対象。放っておくと精密な歯車の隙間に入り込み、一晩で機械を動かなくさせてしまう。どれだけ拭き取っても、湿気がある限り何度でも増殖を繰り返す、現場泣かせの雑魚モブ。
C170	ネジ食いの双葉	N	/uploads/cards/C170.png	木	100	100	character	-	機械のネジ穴から生える小さな芽。成長する力でネジを押し出し、外装をバラバラにする。見た目は可愛いが、放っておくと基地のあちこちが壊れてしまう厄介な植物。
C171	磁気コウモリ	N	/uploads/cards/C171.png	金	100	100	character	-	天井の配管にぶら下がる電磁波の吸血鬼。まだ小さく飛べないが、近くのストレージから磁気情報を吸い取って書き換えてしまう。機密ファイルを無意味な文字列に変え、デジタル管理を混乱させる厄介な幼獣。
C172	硬化する砂塊	N	/uploads/cards/C172.png	土	100	100	character	-	細い動力ケーブルに巻き付き、外殻を岩のように固める多脚機の幼体。柔軟性を奪われた配線は次々と折れ、基地の回路を寸断する。無理に剥がそうとすれば外壁ごと崩落するため、職員による地道な除去作業が続く。
C173	虹光の謎な球体生物	N	/uploads/cards/C173.png	光	100	100	character	-	七色に光る小さな生物で球体の形をしている謎の生き物。まだ幼体だが、球体から出す線の様な物はデジタル信号を吸い取る。配線の隙間に巣を作り、触れた端末のデータをバラバラに書き換えてしまう。キラキラした見た目に反して、職員を困らせる厄介な天敵。
C174	廃熱の吸血鬼	N	/uploads/cards/C174.png	闇	100	100	character	-	ボイラーの熱に群がる機械の幼体。配管に吸い付き、蒸気の熱を食べて成長する。熱を奪われた基地は凍りつき、代わりにこの幼体の背中のランプが赤く点滅し始める。まだ小さいが、放置すればアジトの火が消える。
C175	ボイラー狐	N	/uploads/cards/C175.png	火	100	100	character	-	熱い配管の上で丸まる狐の幼体。甘い蒸気を吸い、喉を鳴らして高熱を放つ。その熱は近くの制御端末を溶かし、AIの計算を狂わせる。小さな足跡が残された計器は、二度と正確な数値を指し示すことはない。
C176	流体のゴースト	N	/uploads/cards/C176.png	水	100	100	character	-	物理的な体を持たず、配管の隙間や電子回路を泳ぐ幼い魔物。蒸気に紛れて端末に侵入し、データを書き換えて遊ぶ悪癖がある。小さな水滴のような姿だが、触れただけで精密機器をショートさせる厄介な未成熟体。
C177	回路の猛牛	N	/uploads/cards/C177.png	木	100	100	character	-	角に電子回路が走る牛型の幼いメカ。まだ角の基盤は未完成だが、敵を見つけると背中の煙突から蒸気を吹き出し、猛スピードで突っ込む。基地の森を守るため、小さな体で一生懸命に歯車を鳴らして走り回っている。
C178	信号泥棒	N	/uploads/cards/C178.png	金	100	100	character	-	無線通信を傍受し、別の周波数へ書き換える。親とは異なり、まだ未発達なアンテナで周囲の電子音を無邪気に吸い込み、管理者の命令をノイズへ変えてしまう。指令室のモニターを意味のない光の渦で埋め尽くす。
C179	ダストテイル	N	/uploads/cards/C179.png	土	100	100	character	-	常に砂埃を撒き散らして歩く、幼い姿の自律型メカ。未発達な出力で光学レンズを物理的に研磨し、基地の視界を永久に奪う。未熟ゆえの無垢な挙動が、精密なデジタル監視網を静かに削り取っていく破壊者。
C180	加速の粒子	N	/uploads/cards/C180.png	光	100	100	character	-	台車や工具に付着する、光り輝く粒の幼体。物理的な重さを反発力で打ち消し、重い荷物を運ぶ職員を健気に支える。この光が寄り添う間は、どんな重量物も羽根のように軽く、滑らかに動かすことができる。
C181	ダークワーカー	N	/uploads/cards/C181.png	闇	100	100	character	-	主人のいない作業着に潜り込んだナノマシンの幼体。暗い通路をヨロヨロと歩き回り、無邪気に配線を繋ぎ変えては、基地のあちこちで小さな爆発を起こす。機械の悲鳴を聞くたび、その影は静かに膨らんでいく。
C182	溶岩のグリス	N	/uploads/cards/C182.png	火	100	100	character	-	機械の隙間から漏れ出した意思を持つ熱い油。まだ幼く、温かい場所を求めて歯車の奥へ潜り込む。触れた金属をじわじわと赤熱させ、精密機械をドロドロに溶かして動かなくする。清掃用ロボを焼き付かせる厄介な存在。
C183	ウォータ・コア	N	/uploads/cards/C183.png	水	100	100	character	-	高圧洗浄機のノズルに意思が宿った幼体。汚れを嫌い、アジトの重要な設計図や壁の塗装を強い水圧で削り落としてしまう。彼らにとっての「掃除」は、職員が築いた記録をすべて白紙に戻す無邪気な破壊だ。
C184	基板の古木	N	/uploads/cards/C184.png	木	100	100	character	-	廃棄された光ファイバーを根として、秘密基地の電力を吸い上げる小さな電子樹木。樹皮に刻まれた回路図には、古い設計データが残っている。蒸気の熱をエネルギーに変え、静かにデジタルの領域を広げ続けている。
C185	鉄のイソギンチャク	N	/uploads/cards/C185.png	金	100	100	character	-	通路の床に固着し、真鍮の触手を揺らす自律機。生体反応を検知すると、鋭い金属爪で通りかかる職員の裾や所持品を執拗に拘束する。無理に引き剥がそうとすれば、基材を損壊させるほどの力で締め上げ、移動を阻む。
C186	瓦礫の塊	N	/uploads/cards/C186.png	土	100	100	character	-	崩れた天井の破片が意思を持った姿。小さくとも非常に重く、精密機械の上に好んで飛び乗る。デジタル基板を物理的な圧力で押し潰し、中のデータを砂塵とともに地中へ埋没させてしまう。職員を悩ませる厄介な未完成体。
C187	断絶の白騎士	N	/uploads/cards/C187.png	光	100	100	character	-	鏡面装甲に身を包んだ守護AI。高度な理屈で職員の入室を拒み、物理的な壁ではなく「正論」という名の電子ロックで道を塞ぐ。戦闘力はそんなにないが、諦めずに通り抜けしようとする者は怪我を負わされる。
C188	ギアクラッシャー	N	/uploads/cards/C188.png	闇	100	100	character	-	回転する歯車に鋼鉄の腕を突き立てる小型ロボット。緻密な蒸気機関の動きを物理的に止め、アジトの機能を麻痺させる。デジタル回路にノイズを撒き散らし、システムを静寂と混沌の底へ突き落とす。
C189	火種を運ぶ猫	N	/uploads/cards/C189.png	火	100	100	character	-	尾の先に消えない種火を持つ機械猫。データセンターの床下に潜り込み、たまった埃を燃え上がらせる。職員の手を焼くスピードで逃走し、大事なデジタルログを物理的な灰に変えてしまう、厄介な野良メカ。
C190	スチームメデューサ	N	/uploads/cards/C190.png	水	100	100	character	-	たくさんのホースを髪のように持つ魔物。熱い蒸気を吹き出し、レンズや計器を真っ白に曇らせる。彼女が通った後は、湿気と結露で精密機械が動かなくなる。職員の視界を奪う、戦闘力は低いが、やっかいな秘密基地の天敵だ。
C191	プラグ・ライノ	N	/uploads/cards/C191.png	木	100	100	character	-	コンセント型のツノを持つサイの子供。小さな体で蒸気を吹き出し、デジタル空間にわくノイズの塊へ体当たりする。まだ出力は弱いが、一生懸命に秘密基地の配線を守り、電気信号のバグを掃除している。
C192	鉛の沈黙	N	/uploads/cards/C192.png	金	100	100	character	-	鈍く光る鉛の体を持つ、幼い重装甲ロボ。周囲の電波を強力に遮断し、通信やライトを完全に無効化する。暗闇と静寂を連れて歩くその姿は、助けを求める声を物理的に封じ込め、基地に孤独な絶望を振りまく。
C193	アース・バグ	N	/uploads/cards/C193.png	土	100	100	character	-	基盤の隙間に湿った土を運び、ショートさせる厄介な幼体。電子の火花をエサにして育つ。一度住み着くと、精密機械を泥だらけのガラクタに変えるまで止まらない。清掃員の天敵であり、基地を物理的に侵食する。
C194	蓄電の綿毛	N	/uploads/cards/C194.png	光	100	100	character	-	静電気を食べて光る、ふわふわしたモンスターの赤ちゃん。停電した時は自ら光って、暗い基地を明るく照らしてくれる。触るとほんのり温かくて、疲れた職員たちの心を癒やす。アジトには欠かせない大切な相棒。
C195	ブラックボルト	N	/uploads/cards/C195.png	闇	100	100	character	-	黒いネジに化けた幼い機械モンスター。一見ただの部品だが、装置の隙間に潜り込み内側から回路をかじる。仲間を呼ぶ電子音を出し、気づかぬうちに増殖してアジトの重機をバラバラに分解してしまう厄介な存在。
C196	プラズマ給電機	N	/uploads/cards/C196.png	火	100	100	character	-	離れた場所から電気を送る小さな充電器。幼いゆえに出力を加減できず、周りの工具を真っ赤に熱してしまう。熱くなったスパナに触れた職員を驚かせる、アジトのやんちゃな機械モンスター。
C197	ソルトウォーター	N	/uploads/cards/C197.png	水	100	100	character	-	廃液タンクに宿った塩水の大きな幼体。あらゆる金属を急激に酸化させ、最新のサイバー設備も一夜でボロボロの廃材に変えてしまう。小さな体で歯車の隙間に潜り込み、アジトの心臓部を音もなく腐食させていく魔物だ。
C198	歯車を持つ巨鳥	N	/uploads/cards/C198.png	木	100	100	character	-	金属の翼を羽ばたかせ、高い空から森を監視する機械の鳥。まだ体が小さく、背中の歯車もゆっくりと回る。上昇気流に乗りながら、秘密基地の熱が外に漏れないよう、デジタルの眼で地図を作り記録し続けている。
C199	不眠の鐘突き	N	/uploads/cards/C199.png	金	100	100	character	-	深夜に小さな鐘を鳴らして歩く金属の幼生。かわいらしい音色だが、微細な振動が基地のネジを少しずつ緩めていく。職員の睡眠を奪い、機械の故障を招く厄介な存在。黄金の体は暗闇でも鈍く光り、捕獲を逃れる。
C200	砂嵐の扇風機	N	/uploads/cards/C200.png	土	100	100	character	-	内部に大量の砂を溜め込んだ小型の送風機。起動と同時に部屋を砂埃で満たし、視界を物理的に遮る。まだ幼く風力は弱いが、精密な機械の隙間に砂を送り込み、地道な動作不良を引き起こして職員の手を焼かせる。
C201	分光獣プリズ	N	/uploads/cards/C201.png	光	100	100	character	-	アジトの照明を食べて光線を発射する、クリスタルのような幼い魔物。蒸気とデジタルの光をプリズムで分解し、不用意に近づく職員を鋭いレーザーで狙い撃つ。光がある限り遊び続け、秘密基地の作業をキラキラと妨害する。
C202	スモークウルフ	N	/uploads/cards/C202.png	闇	100	100	character	-	排気ガスをまとう幼い魔物。未発達な牙で細い配線をかじり、アジトの通信を小さく遮断する。未熟ながらも熱源を隠す術を知り、職員の背後に音もなく忍び寄る。その影に触れた回路は、静かに黒く侵食されていく。
C203	発破工・ゼッタ	N	/uploads/cards/C203.png	火	125	125	character	-	秘密基地の拡張を担う見習い。複雑な電子起爆装置に苦戦しながらも、アナログな熱量で岩を溶かし進める。立ち込める煙とオイルの匂いの中で、理想の爆発を追い求めるその手は、常に火薬の煤で黒く汚れている。
C204	結露収集・イナ	N	/uploads/cards/C204.png	水	125	125	character	-	錆びた配管に浮かぶ水滴を慎重に集める未熟な職人。スチームの熱とサイバーな電磁波が混ざる滴を、宝物のように扱う。集めた水の純度が上がるたび、秘密基地を支える一員としての自覚がその胸に静かに宿っていく。
C205	薪割師・タケル	N	/uploads/cards/C205.png	木	125	125	character	-	巨大な斧の熱を逃がしながら原木を割る見習い。高周波振動子の扱いに慣れず、時折回路をショートさせるが、その突破力は本物だ。スチームパンクの轟音の中、彼は電脳の海を物理的に割り進む役割を担っている。
C206	放電銃士・ミオ	N	/uploads/cards/C206.png	金	125	125	character	-	高電圧の蒸気を弾丸に変える放電銃を操る。まだ出力制御に慣れていない未熟な技術者だが、その破壊力は本物。金色の火花を散らしながら、アジトを襲う敵を撃退し、実戦を通じて兵器の精度を研ぎ澄ましていく。
C207	落穴師・ポル	N	/uploads/cards/C207.png	土	125	125	character	-	蒸気霧に紛れて地面に電子回路の罠を埋める未熟な職人。センサーが侵入者を検知すると、瞬時に土砂を崩して敵を奈落へ突き落とす。効率的な防衛ログを積み重ねることに没頭し、無機質な地響きを静かに楽しんでいる。
C208	砲撃・ミチル	N	/uploads/cards/C208.png	光	125	125	character	-	大型の蒸気キャノンを担ぐ見習い。放たれる光子弾は、暗いアジトを白夜のように照らし出す。反動を抑えきれない幼さはあるが、その一撃は敵を根こそぎ消し去る。まばゆい光の奔流が、防衛線の未来を切り拓く。
C209	爆弾魔・ゴウ	N	/uploads/cards/C209.png	闇	125	125	character	-	過加圧のスチームシリンダーを改造し、手製爆弾を作る未熟な職人。不安定な蒸気と火花を愛し、基地の静寂を破壊する。その肌に刻まれた無数の火傷跡は、彼が命懸けで爆発の真髄を追い求めた、未完成な情熱の証だ。
C210	火炎放射兵・ロルフ	N	/uploads/cards/C210.png	火	125	125	character	-	巨大な蒸気タンクを背負い、不器用に火炎を放射する。火力の制御はまだ不安定だが、侵入者を追い払う熱風は本物だ。防衛線の端で必死に引き金を引く姿は、未熟ながらもアジトを守る立派な盾として機能している。
C211	深淵のドロッパー	N	/uploads/cards/C211.png	水	125	125	character	-	天井の配管に張り付く液状の幼体モンスター。音もなく粘着質な雫を垂らし、機械の関節を動かなくさせる。未熟ながらも本能で精密回路を狙い、じわじわと機能を奪う。その滴下音は、静かな基地に絶望を刻み込む。
C212	ウッドボルトタイガー	N	/uploads/cards/C212.png	木	125	125	character	-	木製の骨格に小さなボルトを隠した虎の子。蒸気を吸ってパチパチと静電気を蓄える。まだ出力は弱いが、近づく者の電子回路を不意に狂わせる。秘密基地の隅で、放電のノイズを鳴らしながら静かに牙を研ぐ。
C213	重力の歪み箱	N	/uploads/cards/C213.png	金	125	125	character	-	磁力を放ち、周りの金属を吸い寄せる立方体のモンスター。まだ幼いけれど、強力な力で工具や部品をバラバラにする。近くを通る職員の足元を狙って、集めた鉄クズをわざと散らかす困りもの。
C214	廃油の粘土	N	/uploads/cards/C214.png	土	125	125	character	-	漏れた油と土が混ざり、意志を持った泥の幼体。ベタつく体で機械の隙間に入り込み、歯車の動きを止めてしまう。まだ小さく、熱を当てるとすぐに溶けるが、放っておくと頑固に固まり、ハッチを一生開かなくさせる。
C215	極光のヴェール	N	/uploads/cards/C215.png	光	125	125	character	-	天井を漂うカーテン状の幼いエネルギー体。触れた物の質量をデジタル数値化し、重力をバラバラに変える。浮き上がった重機が天井へ衝突を繰り返す。美しくも、秘密基地のシステムを物理的に狂わせる厄介な光の魔物。
C216	遊撃兵・セリ	N	/uploads/cards/C216.png	闇	125	125	character	-	高圧蒸気で弾き出す特製弾を放つ遊撃兵。弾丸に含まれたウイルスが機械の神経を蝕む。技術は未熟でも、戦場での度胸は一流だ。デジタルの火花を散らしながら、動かなくなった標的を無表情に見下ろし、次の闇へ消える。
C217	火炎鎌・ルナ	N	/uploads/cards/C217.png	火	125	125	character	-	蒸気機関を内蔵した巨大な鎌を振るう少女。出力調整が未熟なため、刃は常に赤熱し周囲の空気を歪ませる。斬撃の軌道にノイズ混じりの火花が舞う時、敵の防壁は融解し、修復不能な熱ダメージがシステムを焼き尽くす。
C218	投擲手・アモン	N	/uploads/cards/C218.png	水	125	125	character	-	冷却水の入った特殊カプセルを投げる未熟な職人。熱暴走を起こしたAIサーバーの深部へ、ピンポイントで水分を届ける役割を担う。放物線の予測が甘く、目標の手前で水袋を破裂させてしまう失敗を繰り返す。
C219	虚空の鎌・シアン	N	/uploads/cards/C219.png	木	125	125	character	-	スチームパンクの歯車とサイバー信号が混ざる境界で、大鎌を振るう見習い。不安定な回路から漏れ出す余計なデータを、物理的な打撃で強引に消去する。不器用な手つきながら、基地の調和を保つために虚空を睨む。
C220	歯車鋳造・イアン	N	/uploads/cards/C220.png	金	125	125	character	-	金属性の廃材を溶かし、新たな歯車を生み出す見習い。スチーム駆動のプレス機と電脳スキャナーを併用し、理想の形状を追求する。未完成な技術ながらも、その手から放たれる輝きは基地の動力源を力強く支えている。
C221	道標のトモシビ	N	/uploads/cards/C221.png	土	125	125	character	-	停電した暗い通路で、体内の鉱石を光らせる幼い魔物。職員の歩幅に合わせて転がり、足元を優しく照らし出す。迷いやすい地下区画で出口まで導くその姿は、孤独な作業を支える小さな道標として重宝されている。
C222	蓄音機の仔鳥	N	/uploads/cards/C222.png	光	125	125	character	-	真鍮の羽を持つ機械の鳥。職員の独り言を勝手に録音して流す困りものだが、忘れたパスワードを復唱して助けてくれることもある。喉の真空管をピカピカ光らせ、秘密の記憶を蓄える小さな電子の幼体。
C223	オイルの運び屋	N	/uploads/cards/C223.png	闇	125	125	character	-	小さなバケツ状の幼体。漏れ出した廃油を溜め込み、注油が必要な場所へ運んで塗布する。蒸気機関の軋む音を聞きつけると、暗がりの足元を素早く移動して回り、アジトの駆動系が焼き付くのを影から防いでいる。
C224	熱風翼のクゥ	N	/uploads/cards/C224.png	火	125	125	character	-	小さな翼で熱気を回し、アジトの湿気を取り除く。濡れた服を乾かす手助けもするが、機嫌が良いと風力を上げ、机の上の大事な書類をバラバラに散らしてしまう。ダクトの奥に消えた紙を探すのは、職員の日常だ。
C225	スチーム・コア	N	/uploads/cards/C225.png	水	125	125	character	-	蒸気の隙間から生まれた幼い魔物。配管の亀裂を見つけると、自分の体で一生懸命に穴をふさいでくれる。健気な姿が職員に愛されており、基地のあちこちで蒸気漏れを防ぎながら、今日も静かに任務を支えている。
